url,mls_number,address,price,bedrooms,bathrooms,sqft,property_type,image_url,country,city,province,local_image_path
https://www.realtor.ca/real-estate/29007114/805-1-grandview-avenue-markham-grandview-grandview,29007114,"805 - 1 GRANDVIEW AVENUE, Markham (Grandview), Ontario",568000,1 + 1,1,500,,https://realtor.ca/images/common/listingplaceholder-medres.jpg,CA,Markham (Grandview),Ontario,scripts/images_ca_selenium/29007114.jpg
https://www.realtor.ca/real-estate/29007112/2240-ch-du-parc-7-orford,29007112,"2240 Ch. du Parc, #7, Orford, Quebec",135000,1,1,395,,https://cdn.realtor.ca/listings/TS638964082620700000/reb123/highres/0/20484860_1.jpg,CA,Orford,Quebec,scripts/images_ca_selenium/29007112.jpg
https://www.realtor.ca/real-estate/29007109/7-13-rue-julien-batiscan,29007109,"7-13 Rue Julien, Batiscan, Quebec",549900,2,1,,,https://cdn.realtor.ca/listings/TS638964078311230000/reb94/highres/2/16523492_1.jpg,CA,Batiscan,Quebec,scripts/images_ca_selenium/29007109.jpg
https://www.realtor.ca/real-estate/29007108/86-guymer-crescent-the-pas-r43,29007108,"86 Guymer Crescent, The Pas, Manitoba",459900,4,4,2500,,https://cdn.realtor.ca/listings/TS638964075755930000/reb23/highres/9/202526809_0.jpg,CA,The Pas,Manitoba,scripts/images_ca_selenium/29007108.jpg
https://www.realtor.ca/real-estate/29007107/rue-de-lartisan-saint-calixte,29007107,"Rue de l'Artisan, Saint-Calixte, Quebec",149900,,,,,https://cdn.realtor.ca/listings/TS638964074522830000/reb5/highres/8/28615548_1.jpg,CA,Saint-Calixte,Quebec,scripts/images_ca_selenium/29007107.jpg
https://www.realtor.ca/real-estate/29007106/562b-2-st-rural-lamont-county-none,29007106,"562B 2 ST, Rural Lamont County, Alberta",5000,,,,,https://cdn.realtor.ca/listings/TS638964074498900000/reb10/highres/6/E4462706_1.jpg,CA,Rural Lamont County,Alberta,scripts/images_ca_selenium/29007106.jpg
https://www.realtor.ca/real-estate/29007105/40-2505-42-st-nw-edmonton-bisset,29007105,"#40 2505 42 ST NW, Edmonton, Alberta",200000,2,2,1079,,https://cdn.realtor.ca/listings/TS638964074352030000/reb10/highres/5/E4462705_1.jpg,CA,Edmonton,Alberta,scripts/images_ca_selenium/29007105.jpg
https://www.realtor.ca/real-estate/29007104/840-rue-rouleau-saint-hyacinthe-bourg-jolibois-joli,29007104,"840 Rue Rouleau, Saint-Hyacinthe, Quebec",1599000,2,1,,,https://cdn.realtor.ca/listings/TS638964074311170000/reb5/highres/0/28013450_1.jpg,CA,Saint-Hyacinthe,Quebec,scripts/images_ca_selenium/29007104.jpg
https://www.realtor.ca/real-estate/29007103/958-beach-boulevard-hamilton-hamilton-beach-hamilton-beach,29007103,"958 BEACH BOULEVARD, Hamilton (Hamilton Beach), Ontario",1299900,3,3,2000,,https://cdn.realtor.ca/listings/TS638964074227400000/reb82/highres/0/x12470420_1.jpg,CA,Hamilton (Hamilton Beach),Ontario,scripts/images_ca_selenium/29007103.jpg
https://www.realtor.ca/real-estate/29007102/301-ridley-crescent-southgate-southgate,29007102,"301 RIDLEY CRESCENT, Southgate, Ontario",759999,4 + 1,4,2000,,https://cdn.realtor.ca/listings/TS638964074225930000/reb82/highres/8/x12470408_1.jpg,CA,Southgate,Ontario,scripts/images_ca_selenium/29007102.jpg
https://www.realtor.ca/real-estate/29007101/28-centre-street-lambton-shores-grand-bend-grand-bend,29007101,"28 CENTRE STREET, Lambton Shores (Grand Bend), Ontario",880000,2 + 1,3,1100,,https://cdn.realtor.ca/listings/TS638964074224370000/reb82/highres/7/x12470407_1.jpg,CA,Lambton Shores (Grand Bend),Ontario,scripts/images_ca_selenium/29007101.jpg
https://www.realtor.ca/real-estate/29007100/305-rue-carmelle-boutin-103-blainville-north,29007100,"305 Rue Carmelle-Boutin, #103, Blainville, Quebec",549900,2,1,1182,,https://cdn.realtor.ca/listings/TS638964074186300000/reb5/highres/0/27656540_1.jpg,CA,Blainville,Quebec,scripts/images_ca_selenium/29007100.jpg
https://www.realtor.ca/real-estate/29007099/2576z-rue-des-berges-levis-desjardins-levis,29007099,"2576Z Rue des Berges, Lévis (Desjardins), Quebec",450000,2,1,708,,https://cdn.realtor.ca/listings/TS638964073980800000/reb5/highres/1/27163871_1.jpg,CA,Lévis (Desjardins),Quebec,scripts/images_ca_selenium/29007099.jpg
https://www.realtor.ca/real-estate/29007098/rue-larocque-cowansville,29007098,"Rue Larocque, Cowansville, Quebec",190000,,,,,https://cdn.realtor.ca/listings/TS638964073751200000/reb5/highres/9/26497869_1.jpg,CA,Cowansville,Quebec,scripts/images_ca_selenium/29007098.jpg
https://www.realtor.ca/real-estate/29007097/72-74-rue-ste-marie-rimouski-sainte-agnessaint-germain,29007097,"72-74 Rue Ste-Marie, Rimouski, Quebec",497000,3,1,,,https://cdn.realtor.ca/listings/TS638964073475470000/reb5/highres/2/25910582_1.jpg,CA,Rimouski,Quebec,scripts/images_ca_selenium/29007097.jpg
https://www.realtor.ca/real-estate/29007096/298-ch-des-gais-lurons-saint-adolphe-dhoward,29007096,"298 Ch. des Gais-Lurons, Saint-Adolphe-d'Howard, Quebec",225000,2,1,,,https://cdn.realtor.ca/listings/TS638964072910800000/reb5/highres/0/24636440_1.jpg,CA,Saint-Adolphe-d'Howard,Quebec,scripts/images_ca_selenium/29007096.jpg
https://www.realtor.ca/real-estate/29007095/1087-rue-rielle-montreal-verdunile-des-soeurs-verdun,29007095,"1087 Rue Rielle, Montréal (Verdun/Île-des-Soeurs), Quebec",849000,3,1,1410,,https://cdn.realtor.ca/listings/TS638964072895900000/reb5/highres/6/24612256_1.jpg,CA,Montréal (Verdun/Île-des-Soeurs),Quebec,scripts/images_ca_selenium/29007095.jpg
https://www.realtor.ca/real-estate/29007094/3334-ch-du-tour-du-lac-nominingue,29007094,"3334 Ch. du Tour-du-Lac, Nominingue, Quebec",585000,3,1,,,https://cdn.realtor.ca/listings/TS638964072726000000/reb5/highres/1/24225921_1.jpg,CA,Nominingue,Quebec,scripts/images_ca_selenium/29007094.jpg
https://www.realtor.ca/real-estate/29007093/2576-rue-des-berges-levis-desjardins-levis,29007093,"2576 Rue des Berges, Lévis (Desjardins), Quebec",450000,2,1,,,https://cdn.realtor.ca/listings/TS638964072719570000/reb5/highres/5/24220685_1.jpg,CA,Lévis (Desjardins),Quebec,scripts/images_ca_selenium/29007093.jpg
https://www.realtor.ca/real-estate/29007092/ch-du-quartier-du-cerf-saint-come,29007092,"Ch. du Quartier-du-Cerf, Saint-Côme, Quebec",179000,,,,,https://cdn.realtor.ca/listings/TS638964072621800000/reb5/highres/2/23970632_1.jpg,CA,Saint-Côme,Quebec,scripts/images_ca_selenium/29007092.jpg
https://www.realtor.ca/real-estate/29007090/1802-alpine-drive-unit-205b-elkford-elkford,29007090,"1802 Alpine Drive Unit# 205B, Elkford, British Columbia",204000,2,2,735,,https://cdn.realtor.ca/listings/TS638964078917700000/reb19/highres/7/10365357_1.jpg,CA,Elkford,British,scripts/images_ca_selenium/29007090.jpg
https://www.realtor.ca/real-estate/29007089/340z-rue-gouin-saint-bruno-de-montarville,29007089,"340Z Rue Gouin, Saint-Bruno-de-Montarville, Quebec",1049000,5,2,,,https://cdn.realtor.ca/listings/TS638964071801900000/reb5/highres/2/22258932_1.jpg,CA,Saint-Bruno-de-Montarville,Quebec,scripts/images_ca_selenium/29007089.jpg
https://www.realtor.ca/real-estate/29007087/2023-rue-de-lestran-saint-jerome-bellefeuille,29007087,"2023 Rue de l'Estran, Saint-Jérôme, Quebec",740000,3,2,,,https://cdn.realtor.ca/listings/TS638964071569230000/reb5/highres/4/21774194_1.jpg,CA,Saint-Jérôme,Quebec,scripts/images_ca_selenium/29007087.jpg
https://www.realtor.ca/real-estate/29007083/402-2065-appleby-line-burlington-uptown-uptown,29007083,"402 - 2065 APPLEBY LINE, Burlington (Uptown), Ontario",584900,2,2,1000,,https://cdn.realtor.ca/listings/TS638964071299570000/reb82/highres/2/w12470392_1.jpg,CA,Burlington (Uptown),Ontario,scripts/images_ca_selenium/29007083.jpg
https://www.realtor.ca/real-estate/29007084/19-raindrop-terrace-brampton-northwest-brampton-northwest-brampton,29007084,"19 RAINDROP TERRACE, Brampton (Northwest Brampton), Ontario",1850000,5 + 2,5,3500,,https://realtor.ca/images/common/listingplaceholder-medres.jpg,CA,Brampton (Northwest Brampton),Ontario,scripts/images_ca_selenium/29007084.jpg
https://www.realtor.ca/real-estate/29007081/70-trundle-crescent-middle-sackville-middle-sackville,29007081,"70 TRUNDLE Crescent, Middle Sackville, Nova Scotia",529900,2 + 1,2,1490,,https://cdn.realtor.ca/listings/TS638964078071600000/reb107/highres/1/202526151_1.jpg,CA,Middle Sackville,Nova,scripts/images_ca_selenium/29007081.jpg
https://www.realtor.ca/real-estate/29007080/av-cantin-donnacona,29007080,"Av. Cantin, Donnacona, Quebec",384415,2,1,896,,https://cdn.realtor.ca/listings/TS638964070797800000/reb5/highres/9/20221459_1.jpg,CA,Donnacona,Quebec,scripts/images_ca_selenium/29007080.jpg
https://www.realtor.ca/real-estate/29007079/route-117-mont-blanc,29007079,"Route 117, Mont-Blanc, Quebec",700000,,,,,https://cdn.realtor.ca/listings/TS638964070513130000/reb5/highres/8/19579118_1.jpg,CA,Mont-Blanc,Quebec,scripts/images_ca_selenium/29007079.jpg
https://www.realtor.ca/real-estate/29007078/356-rue-de-lexposition-saint-leonard-daston,29007078,"356 Rue de l'Exposition, Saint-Léonard-d'Aston, Quebec",389000,4,2,,,https://cdn.realtor.ca/listings/TS638964070499170000/reb5/highres/5/19570005_1.jpg,CA,Saint-Léonard-d'Aston,Quebec,scripts/images_ca_selenium/29007078.jpg
https://www.realtor.ca/real-estate/29007077/160-ch-godefroy-sainte-anne-des-lacs,29007077,"160 Ch. Godefroy, Sainte-Anne-des-Lacs, Quebec",699900,3,1,1560,,https://cdn.realtor.ca/listings/TS638964070406200000/reb5/highres/3/19399563_1.jpg,CA,Sainte-Anne-des-Lacs,Quebec,scripts/images_ca_selenium/29007077.jpg
https://www.realtor.ca/real-estate/29007076/17-hidden-close-nw-calgary-hidden-valley,29007076,"17 Hidden Close NW, Calgary, Alberta",674900,3 + 1,3,1784,,https://cdn.realtor.ca/listings/TS638964070253400000/reb9/highres/2/A2264922_1.jpg,CA,Calgary,Alberta,scripts/images_ca_selenium/29007076.jpg
https://www.realtor.ca/real-estate/29007075/285-yorkville-boulevard-sw-calgary-yorkville,29007075,"285 Yorkville Boulevard SW, Calgary, Alberta",519900,3,3,1514,,https://cdn.realtor.ca/listings/TS638964079099000000/reb9/highres/3/A2265513_1.jpg,CA,Calgary,Alberta,scripts/images_ca_selenium/29007075.jpg
https://www.realtor.ca/real-estate/29007074/99-boul-jerobelle-saint-jerome-bellefeuille,29007074,"99 Boul. Jérobelle, Saint-Jérôme, Quebec",299000,2,1,1040,,https://cdn.realtor.ca/listings/TS638964069048100000/reb5/highres/0/16718650_1.jpg,CA,Saint-Jérôme,Quebec,scripts/images_ca_selenium/29007074.jpg
https://www.realtor.ca/real-estate/29007073/1885-rue-jean-picard-1-laval-chomedey-carrefour-saint-martin,29007073,"1885 Rue Jean-Picard, #1, Laval (Chomedey), Quebec",319000,2,1,899,,https://cdn.realtor.ca/listings/TS638964068993400000/reb5/highres/5/16658005_1.jpg,CA,Laval (Chomedey),Quebec,scripts/images_ca_selenium/29007073.jpg
https://www.realtor.ca/real-estate/29007072/11915-rue-du-cuivre-mirabel-mirabel-en-haut,29007072,"11915 Rue du Cuivre, Mirabel, Quebec",1499999,6,4,,,https://cdn.realtor.ca/listings/TS638964068981030000/reb5/highres/5/16634815_1.jpg,CA,Mirabel,Quebec,scripts/images_ca_selenium/29007072.jpg
https://www.realtor.ca/real-estate/29007071/138-route-evangeline-bonaventure,29007071,"138 Route Évangéline, Bonaventure, Quebec",255000,2,1,,,https://cdn.realtor.ca/listings/TS638964068715170000/reb5/highres/4/16062444_1.jpg,CA,Bonaventure,Quebec,scripts/images_ca_selenium/29007071.jpg
https://www.realtor.ca/real-estate/29007070/865-mtee-montrougeau-302-laval-fabreville-east,29007070,"865 Mtée Montrougeau, #302, Laval (Fabreville), Quebec",339000,1,1,688,,https://cdn.realtor.ca/listings/TS638964068476170000/reb5/highres/8/15583288_1.jpg,CA,Laval (Fabreville),Quebec,scripts/images_ca_selenium/29007070.jpg
https://www.realtor.ca/real-estate/29007069/3400-ch-des-patriotes-saint-denis-sur-richelieu,29007069,"3400 Ch. des Patriotes, Saint-Denis-sur-Richelieu, Quebec",724000,2,1,,,https://cdn.realtor.ca/listings/TS638964067382400000/reb5/highres/7/13623197_1.jpg,CA,Saint-Denis-sur-Richelieu,Quebec,scripts/images_ca_selenium/29007069.jpg
https://www.realtor.ca/real-estate/29007068/rue-lefebvre-donnacona,29007068,"Rue Lefebvre, Donnacona, Quebec",319900,2,1,,,https://cdn.realtor.ca/listings/TS638964067107670000/reb5/highres/2/13113732_1.jpg,CA,Donnacona,Quebec,scripts/images_ca_selenium/29007068.jpg
https://www.realtor.ca/real-estate/29007067/199-rue-provencal-quebec-beauport-laurentides,29007067,"199 Rue Provençal, Québec (Beauport), Quebec",379900,3,1,960,,https://cdn.realtor.ca/listings/TS638964067090200000/reb5/highres/9/13079879_1.jpg,CA,Québec (Beauport),Quebec,scripts/images_ca_selenium/29007067.jpg
https://www.realtor.ca/real-estate/29007066/rue-lefebvre-donnacona,29007066,"Rue Lefebvre, Donnacona, Quebec",319900,2,1,,,https://cdn.realtor.ca/listings/TS638964066729400000/reb5/highres/6/12357746_1.jpg,CA,Donnacona,Quebec,scripts/images_ca_selenium/29007066.jpg
https://www.realtor.ca/real-estate/29007065/av-cantin-donnacona,29007065,"Av. Cantin, Donnacona, Quebec",400320,2,1,896,,https://cdn.realtor.ca/listings/TS638964066702930000/reb5/highres/2/12309722_1.jpg,CA,Donnacona,Quebec,scripts/images_ca_selenium/29007065.jpg
https://www.realtor.ca/real-estate/29007064/7-ch-de-la-fraternite-111-lac-superieur,29007064,"7 Ch. de la Fraternité, #111, Lac-Supérieur, Quebec",595000,3,3,1700,,https://cdn.realtor.ca/listings/TS638964066598870000/reb5/highres/2/12106932_1.jpg,CA,Lac-Supérieur,Quebec,scripts/images_ca_selenium/29007064.jpg
https://www.realtor.ca/real-estate/29007063/38-rue-corbeil-sainte-anne-des-plaines,29007063,"38 Rue Corbeil, Sainte-Anne-des-Plaines, Quebec",569900,4,2,,,https://cdn.realtor.ca/listings/TS638964066346970000/reb5/highres/7/11579567_1.jpg,CA,Sainte-Anne-des-Plaines,Quebec,scripts/images_ca_selenium/29007063.jpg
https://www.realtor.ca/real-estate/29007062/1897-rue-de-la-villa-des-pins-sainte-julienne,29007062,"1897 Rue de la Villa-des-Pins, Sainte-Julienne, Quebec",1275000,3,3,,,https://cdn.realtor.ca/listings/TS638964065857830000/reb5/highres/4/10797574_1.jpg,CA,Sainte-Julienne,Quebec,scripts/images_ca_selenium/29007062.jpg
https://www.realtor.ca/real-estate/29007061/120-ashbury-avenue-london,29007061,"120 ASHBURY Avenue, London, Ontario",529900,,0,1044,,https://cdn.realtor.ca/listings/TS638964065783900000/reb14/highres/4/40780284_1.jpg,CA,London,Ontario,scripts/images_ca_selenium/29007061.jpg
https://www.realtor.ca/real-estate/29007060/1730-rue-georges-vezina-vaudreuil-dorion-vaudreuil-east,29007060,"1730 Rue Georges-Vézina, Vaudreuil-Dorion, Quebec",630000,3,1,,,https://cdn.realtor.ca/listings/TS638964065694630000/reb5/highres/2/10382022_1.jpg,CA,Vaudreuil-Dorion,Quebec,scripts/images_ca_selenium/29007060.jpg
https://www.realtor.ca/real-estate/29007059/2113-rue-pierre-hamel-magog,29007059,"2113 Rue Pierre-Hamel, Magog, Quebec",3699000,6,3,,,https://cdn.realtor.ca/listings/TS638964065434100000/reb5/highres/2/9662402_1.jpg,CA,Magog,Quebec,scripts/images_ca_selenium/29007059.jpg
https://www.realtor.ca/real-estate/29007057/76-livingston-road-toronto-guildwood-guildwood,29007057,"76 LIVINGSTON ROAD, Toronto (Guildwood), Ontario",1159999,3 + 1,4,2000,,https://cdn.realtor.ca/listings/TS638964064471730000/reb82/highres/3/e12470413_1.jpg,CA,Toronto (Guildwood),Ontario,scripts/images_ca_selenium/29007057.jpg
https://www.realtor.ca/real-estate/29007055/123-barrington-sydney-mines-sydney-mines,29007055,"123 BARRINGTON, Sydney Mines, Nova Scotia",379900,3 + 1,2,2064,,https://cdn.realtor.ca/listings/TS638964066256100000/reb107/highres/0/202526150_1.jpg,CA,Sydney Mines,Nova,scripts/images_ca_selenium/29007055.jpg
https://www.realtor.ca/real-estate/29007050/2606-22-olive-avenue-toronto-willowdale-east-willowdale-east,29007050,"2606 - 22 OLIVE AVENUE, Toronto (Willowdale East), Ontario",598000,2,1,700,,https://cdn.realtor.ca/listings/TS638964063315570000/reb82/highres/1/c12470411_1.jpg,CA,Toronto (Willowdale East),Ontario,scripts/images_ca_selenium/29007050.jpg
https://www.realtor.ca/real-estate/29007036/748-5th-street-e-prince-albert-east-flat,29007036,"748 5th STREET E, Prince Albert, Saskatchewan",169900,2,1,718,,https://cdn.realtor.ca/listings/TS638964061832830000/reb27/highres/1/SK020891_1.jpg,CA,Prince Albert,Saskatchewan,scripts/images_ca_selenium/29007036.jpg
https://www.realtor.ca/real-estate/29007034/4819-54-street-athabasca-athabasca-town,29007034,"4819 54 Street, Athabasca, Alberta",198000,2 + 1,2,1078,,https://cdn.realtor.ca/listings/TS638964059385300000/reb65/highres/7/A2265517_1.jpg,CA,Athabasca,Alberta,scripts/images_ca_selenium/29007034.jpg
https://www.realtor.ca/real-estate/29007033/110-7947-209-street-langley,29007033,"110 7947 209 STREET, Langley, British Columbia",849900,3,3,1490,,https://cdn.realtor.ca/listings/TS638964060506730000/reb6/highres/0/R3059800_1.jpg,CA,Langley,British,scripts/images_ca_selenium/29007033.jpg
https://www.realtor.ca/real-estate/29007031/2-wheatland-green-strathmore-westmountstrathmore,29007031,"2 Wheatland Green, Strathmore, Alberta",949000,3 + 2,3,1904,,https://cdn.realtor.ca/listings/TS638964056552300000/reb9/highres/9/A2265509_1.jpg,CA,Strathmore,Alberta,scripts/images_ca_selenium/29007031.jpg
https://www.realtor.ca/real-estate/29007030/57-baffin-way-chatham,29007030,"57 BAFFIN WAY, Chatham, Ontario",569000,3,2,,,https://cdn.realtor.ca/listings/TS638964055780070000/reb32/highres/1/25026121_1.jpg,CA,Chatham,Ontario,scripts/images_ca_selenium/29007030.jpg
https://www.realtor.ca/real-estate/29007028/211-9930-100-fort-saskatchewan-sherridon-heights,29007028,"#211 9930 100, Fort Saskatchewan, Alberta",244900,2,1,1015,,https://cdn.realtor.ca/listings/TS638964055722200000/reb10/highres/3/E4462703_1.jpg,CA,Fort Saskatchewan,Alberta,scripts/images_ca_selenium/29007028.jpg
https://www.realtor.ca/real-estate/29007029/19-7110-keswick-cm-sw-sw-edmonton-keswick,29007029,"19 7110 Keswick CM SW SW, Edmonton, Alberta",339900,3,3,1219,,https://cdn.realtor.ca/listings/TS638964055723730000/reb10/highres/4/E4462704_1.jpg,CA,Edmonton,Alberta,scripts/images_ca_selenium/29007029.jpg
https://www.realtor.ca/real-estate/29007027/115-2841-knotty-pine-rd-langford-langford-proper,29007027,"115 2841 Knotty Pine Rd, Langford, British Columbia",699900,2,2,1644,,https://cdn.realtor.ca/listings/TS638964054109530000/reb3/highres/8/1017818_1.jpg,CA,Langford,British,scripts/images_ca_selenium/29007027.jpg
https://www.realtor.ca/real-estate/29007024/2641-bobolink-lane-london-south-south-u-south-u,29007024,"2641 BOBOLINK LANE, London South (South U), Ontario",899999,4 + 1,1,2000,,https://cdn.realtor.ca/listings/TS638964053132770000/reb82/highres/9/x12470379_1.jpg,CA,London South (South U),Ontario,scripts/images_ca_selenium/29007024.jpg
https://www.realtor.ca/real-estate/29007023/3662-cartier-drive-niagara-falls-chippawa-223-chippawa,29007023,"3662 CARTIER DRIVE, Niagara Falls (Chippawa), Ontario",629900,3 + 1,2,700,,https://cdn.realtor.ca/listings/TS638964053003430000/reb114/highres/4/x12470414_1.jpg,CA,Niagara Falls (Chippawa),Ontario,scripts/images_ca_selenium/29007023.jpg
https://www.realtor.ca/real-estate/29007022/562b-2-st-rural-lamont-county-none,29007022,"562B 2 ST, Rural Lamont County, Alberta",5000,,,,,https://cdn.realtor.ca/listings/TS638964050854870000/reb10/highres/2/E4462702_1.jpg,CA,Rural Lamont County,Alberta,scripts/images_ca_selenium/29007022.jpg
https://www.realtor.ca/real-estate/29007021/5004-45th-av-calmar-calmar,29007021,"5004 45th AV, Calmar, Alberta",298000,3,1,708,,https://cdn.realtor.ca/listings/TS638964050659030000/reb10/highres/1/E4462701_1.jpg,CA,Calmar,Alberta,scripts/images_ca_selenium/29007021.jpg
https://www.realtor.ca/real-estate/29007020/24264-coldstream-road-middlesex-centre-rural-middlesex-centre,29007020,"24264 COLDSTREAM ROAD, Middlesex Centre, Ontario",989000,14,8,5000,,https://cdn.realtor.ca/listings/TS638964050369300000/reb13/highres/2/x12470412_1.jpg,CA,Middlesex Centre,Ontario,scripts/images_ca_selenium/29007020.jpg
https://www.realtor.ca/real-estate/29007019/77-zelda-road-brampton-sandringham-wellington-north-sandringham-wellington-north,29007019,"77 ZELDA ROAD, Brampton (Sandringham-Wellington North), Ontario",989000,4 + 2,4,1500,,https://cdn.realtor.ca/listings/TS638964050199600000/reb82/highres/8/w12470388_1.jpg,CA,Brampton (Sandringham-Wellington North),Ontario,scripts/images_ca_selenium/29007019.jpg
https://www.realtor.ca/real-estate/29007015/3-garland-court-brampton-northgate-northgate,29007015,"3 GARLAND COURT, Brampton (Northgate), Ontario",929000,3 + 2,4,1500,,https://cdn.realtor.ca/listings/TS638964050193000000/reb82/highres/0/w12470380_1.jpg,CA,Brampton (Northgate),Ontario,scripts/images_ca_selenium/29007015.jpg
https://www.realtor.ca/real-estate/29007013/137-whitefish-road-vernon-foothills,29007013,"137 Whitefish Road, Vernon, British Columbia",1275000,6,3,3067,,https://cdn.realtor.ca/listings/TS638964048948270000/reb19/highres/5/10366235_1.jpg,CA,Vernon,British,scripts/images_ca_selenium/29007013.jpg
